id	file_name	composer	style	sections	num_bars	max_num_chords_per_bar	title	file_path	year	playlist	title_playlist	tune_key	tune_mode	beats	beat_time	cycle_fifths_order	year_truncated	structure	time_signature	tonality
711	dataset/jazz1350/Mambo Inn.xml	Bauza-Sampson-Woodlen	Latin	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Mambo Inn	dataset/jazz1350/Mambo Inn.xml	1952.0	jazz1350	Mambo Inn [jazz1350]	F	major	4.0	4.0	-1.0	1952.0	AABA	4/4	F major
712	dataset/jazz1350/Man I Love, The.xml	George Gershwin	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Man I Love, The	dataset/jazz1350/Man I Love, The.xml	1924.0	jazz1350	Man I Love, The [jazz1350]	Eb	major	4.0	4.0	-3.0	1924.0	AABA	4/4	Eb major
713	dataset/jazz1350/Man That Got Away, The.xml	Harold Arlen	Slow Swing	{'1': 'A', '17': 'A', '33': 'B'}	48.0	3.0	Man That Got Away, The	dataset/jazz1350/Man That Got Away, The.xml	1954.0	jazz1350	Man That Got Away, The [jazz1350]	F	major	4.0	4.0	-1.0	1954.0	AAB	4/4	F major
714	dataset/jazz1350/Manha De Carnaval (Black Orpheus).xml	Luiz Bonfa	Bossa Nova	{'1': 'A', '17': 'B'}	37.0	2.0	Manha De Carnaval (Black Orpheus)	dataset/jazz1350/Manha De Carnaval (Black Orpheus).xml	1968.0	jazz1350	Manha De Carnaval (Black Orpheus) [jazz1350]	A	minor	4.0	4.0	0.0	1968.0	AB	4/4	A minor
715	dataset/jazz1350/Manhattan.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Manhattan	dataset/jazz1350/Manhattan.xml	1925.0	jazz1350	Manhattan [jazz1350]	F	major	4.0	4.0	-1.0	1925.0	ABAC	4/4	F major
716	dataset/jazz1350/Manoir De Mes Rêves (Django's Castle).xml	Django Reinhardt	Medium Swing	{'1': 'A', '17': 'A'}	32.0	2.0	Manoir De Mes Rêves (Django's Castle)	dataset/jazz1350/Manoir De Mes Rêves (Django's Castle).xml		jazz1350	Manoir De Mes Rêves (Django's Castle) [jazz1350]	Eb	major	4.0	4.0	-3.0		AA	4/4	Eb major
717	dataset/jazz1350/Manteca.xml	Dizzy Gillespie	Latin	{'1': 'intro', '5': 'intro', '9': 'A', '17': 'A', '25': 'B', '41': 'A'}	48.0	3.0	Manteca	dataset/jazz1350/Manteca.xml	1948.0	jazz1350	Manteca [jazz1350]	Bb	major	4.0	4.0	-2.0	1948.0	introintroAABA	4/4	Bb major
718	dataset/jazz1350/Mas Que Nada.xml	Jorge Ben	Latin	{'1': 'A', '17': 'B', '25': 'C', '33': 'D'}	40.0	3.0	Mas Que Nada	dataset/jazz1350/Mas Que Nada.xml	1963.0	jazz1350	Mas Que Nada [jazz1350]	F	minor	4.0	4.0	-4.0	1963.0	ABCD	4/4	F minor
719	dataset/jazz1350/Masquerade Is Over, The.xml	Allie Wrubel	Ballad	{'1': 'A', '17': 'A', '33': 'B'}	44.0	2.0	Masquerade Is Over, The	dataset/jazz1350/Masquerade Is Over, The.xml	1938.0	jazz1350	Masquerade Is Over, The [jazz1350]	Eb	major	4.0	4.0	-3.0	1938.0	AAB	4/4	Eb major
720	dataset/jazz1350/Maybe I Should Change My Ways.xml	Duke Ellington	Ballad	{'1': 'A', '17': 'A'}	32.0	3.0	Maybe I Should Change My Ways	dataset/jazz1350/Maybe I Should Change My Ways.xml	1947.0	jazz1350	Maybe I Should Change My Ways [jazz1350]	Bb	major	4.0	4.0	-2.0	1947.0	AA	4/4	Bb major
721	dataset/jazz1350/Maybe September.xml	Percy Faith	Samba	{'1': 'A', '17': 'A', '33': 'B'}	48.0	3.0	Maybe September	dataset/jazz1350/Maybe September.xml		jazz1350	Maybe September [jazz1350]	Bb	minor	4.0	4.0	-5.0		AAB	4/4	Bb minor
722	dataset/jazz1350/Maze, The.xml	Herbie Hancock	Medium Swing	{'1': 'intro', '5': 'A', '13': 'A', '21': 'B', '29': 'B'}	37.0	1.0	Maze, The	dataset/jazz1350/Maze, The.xml		jazz1350	Maze, The [jazz1350]	E	minor	4.0	4.0	1.0		introAABB	4/4	E minor
723	dataset/jazz1350/Mean To Me.xml	Turk-Ahlert	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Mean To Me	dataset/jazz1350/Mean To Me.xml	1929.0	jazz1350	Mean To Me [jazz1350]	F	major	4.0	4.0	-1.0	1929.0	AABA	4/4	F major
724	dataset/jazz1350/Meaning Of The Blues, The.xml	Worth-Troup	Even 8ths	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	3.0	Meaning Of The Blues, The	dataset/jazz1350/Meaning Of The Blues, The.xml	1957.0	jazz1350	Meaning Of The Blues, The [jazz1350]	D	minor	4.0	4.0	-1.0	1957.0	ABAC	4/4	D minor
725	dataset/jazz1350/Meditation.xml	Antonio Carlos Jobim	Bossa Nova	{'1': 'A', '17': 'A', '33': 'B'}	44.0	2.0	Meditation	dataset/jazz1350/Meditation.xml	1962.0	jazz1350	Meditation [jazz1350]	C	major	4.0	4.0	0.0	1962.0	AAB	4/4	C major
726	dataset/jazz1350/Memories Of You.xml	Eubie Blake	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Memories Of You	dataset/jazz1350/Memories Of You.xml	1930.0	jazz1350	Memories Of You [jazz1350]	Eb	major	4.0	4.0	-3.0	1930.0	AABA	4/4	Eb major
727	dataset/jazz1350/Mercy Mercy Mercy.xml	Joe Zawinul	Funk	{'1': 'A', '9': 'B'}	20.0	4.0	Mercy Mercy Mercy	dataset/jazz1350/Mercy Mercy Mercy.xml	1966.0	jazz1350	Mercy Mercy Mercy [jazz1350]	Bb	major	4.0	4.0	-2.0	1966.0	AB	4/4	Bb major
728	dataset/jazz1350/Midnight Mood.xml	Joe Zawinul	Waltz	{'1': 'A', '9': 'B', '17': 'B'}	24.0	2.0	Midnight Mood	dataset/jazz1350/Midnight Mood.xml	1965.0	jazz1350	Midnight Mood [jazz1350]	C#	major	3.0	4.0	-5.0	1965.0	ABB	3/4	C# major
729	dataset/jazz1350/Midnight Sun.xml	Hampton-Burke-Mercer	Medium Swing	{'1': 'A', '15': 'A', '29': 'B', '37': 'A'}	50.0	2.0	Midnight Sun	dataset/jazz1350/Midnight Sun.xml	1947.0	jazz1350	Midnight Sun [jazz1350]	C	major	4.0	4.0	0.0	1947.0	AABA	4/4	C major
730	dataset/jazz1350/Milano.xml	John Lewis	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	35.0	3.0	Milano	dataset/jazz1350/Milano.xml	1955.0	jazz1350	Milano [jazz1350]	C	major	4.0	4.0	0.0	1955.0	AABA	4/4	C major
731	dataset/jazz1350/Milestones (Old).xml	Miles Davis	Medium Up Swing	{'1': 'intro', '9': 'A', '17': 'A', '25': 'B', '33': 'A'}	40.0	2.0	Milestones (Old)	dataset/jazz1350/Milestones (Old).xml	1948.0	jazz1350	Milestones (Old) [jazz1350]	Bb	major	4.0	4.0	-2.0	1948.0	introAABA	4/4	Bb major
732	dataset/jazz1350/Mimi.xml	Richard Rogers	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Mimi	dataset/jazz1350/Mimi.xml	1932.0	jazz1350	Mimi [jazz1350]	G	major	4.0	4.0	1.0	1932.0	AABA	4/4	G major
733	dataset/jazz1350/Mimosa.xml	George Benson	Latin	{'1': 'intro', '5': 'intro', '9': 'A', '17': 'B'}	28.0	2.0	Mimosa	dataset/jazz1350/Mimosa.xml		jazz1350	Mimosa [jazz1350]	F	major	4.0	4.0	-1.0		introintroAB	4/4	F major
734	dataset/jazz1350/Minoat.xml	Mal Waldron	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Minoat	dataset/jazz1350/Minoat.xml	1978.0	jazz1350	Minoat [jazz1350]	C	minor	4.0	4.0	-3.0	1978.0	AABA	4/4	C minor
735	dataset/jazz1350/Minor Mishap.xml	Tommy Flanagan	Medium Up Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'A'}	32.0	2.0	Minor Mishap	dataset/jazz1350/Minor Mishap.xml	1965.0	jazz1350	Minor Mishap [jazz1350]	Bb	minor	4.0	4.0	-5.0	1965.0	ABCA	4/4	Bb minor
736	dataset/jazz1350/Minority.xml	Gigi Gryce	Up Tempo Swing	{'1': 'A'}	16.0	1.0	Minority	dataset/jazz1350/Minority.xml	1956.0	jazz1350	Minority [jazz1350]	F	minor	4.0	4.0	-4.0	1956.0	A	4/4	F minor
737	dataset/jazz1350/Mirror, Mirror.xml	Corea Chick	Waltz	{'1': 'A', '17': 'B'}	32.0	1.0	Mirror, Mirror	dataset/jazz1350/Mirror, Mirror.xml		jazz1350	Mirror, Mirror [jazz1350]	C	major	3.0	4.0	0.0		AB	3/4	C major
738	dataset/jazz1350/Misterioso.xml	Thelonious Monk	Medium Swing	{'1': 'A'}	12.0	1.0	Misterioso	dataset/jazz1350/Misterioso.xml	1948.0	jazz1350	Misterioso [jazz1350]	Bb	major	4.0	4.0	-2.0	1948.0	A	4/4	Bb major
739	dataset/jazz1350/Misty.xml	Erroll Garner	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Misty	dataset/jazz1350/Misty.xml	1954.0	jazz1350	Misty [jazz1350]	Eb	major	4.0	4.0	-3.0	1954.0	AABA	4/4	Eb major
740	dataset/jazz1350/Moanin'.xml	Bobby Timmons	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A', '33': 'A', '41': 'B'}	48.0	2.0	Moanin'	dataset/jazz1350/Moanin'.xml	1958.0	jazz1350	Moanin' [jazz1350]	F	minor	4.0	4.0	-4.0	1958.0	AABAAB	4/4	F minor
741	dataset/jazz1350/Moment's Notice.xml	John Coltrane	Up Tempo Swing	{'1': 'A', '17': 'A'}	38.0	2.0	Moment's Notice	dataset/jazz1350/Moment's Notice.xml	1957.0	jazz1350	Moment's Notice [jazz1350]	Eb	major	4.0	4.0	-3.0	1957.0	AA	4/4	Eb major
742	dataset/jazz1350/Moments To Remember.xml	Robert Allen	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Moments To Remember	dataset/jazz1350/Moments To Remember.xml	1955.0	jazz1350	Moments To Remember [jazz1350]	G	major	4.0	4.0	1.0	1955.0	AABA	4/4	G major
743	dataset/jazz1350/Mona Lisa.xml	Livingston-Evans	Ballad	{'1': 'A', '9': 'B'}	24.0	3.0	Mona Lisa	dataset/jazz1350/Mona Lisa.xml	1949.0	jazz1350	Mona Lisa [jazz1350]	Eb	major	4.0	4.0	-3.0	1949.0	AB	4/4	Eb major
744	dataset/jazz1350/Monk's Dream.xml	Thelonious Monk	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Monk's Dream	dataset/jazz1350/Monk's Dream.xml	1952.0	jazz1350	Monk's Dream [jazz1350]	C	major	4.0	4.0	0.0	1952.0	AABA	4/4	C major
745	dataset/jazz1350/Monk's Mood.xml	Thelonious Monk	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	Monk's Mood	dataset/jazz1350/Monk's Mood.xml	1946.0	jazz1350	Monk's Mood [jazz1350]	C#	major	4.0	4.0	-5.0	1946.0	AABA	4/4	C# major
746	dataset/jazz1350/Mood Indigo.xml	Duke Ellington	Ballad	{'1': 'A', '17': 'B'}	32.0	2.0	Mood Indigo	dataset/jazz1350/Mood Indigo.xml	1931.0	jazz1350	Mood Indigo [jazz1350]	Ab	major	4.0	4.0	-4.0	1931.0	AB	4/4	Ab major
747	dataset/jazz1350/Moon And Sand.xml	Wilder-Palitz	Bossa Nova	{'1': 'A', '17': 'B', '25': 'A'}	40.0	2.0	Moon And Sand	dataset/jazz1350/Moon And Sand.xml	1941.0	jazz1350	Moon And Sand [jazz1350]	D	minor	4.0	4.0	-1.0	1941.0	ABA	4/4	D minor
748	dataset/jazz1350/Moon Mist.xml	Ellington-Mercer	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	2.0	Moon Mist	dataset/jazz1350/Moon Mist.xml		jazz1350	Moon Mist [jazz1350]	F	major	4.0	4.0	-1.0		AABA	4/4	F major
749	dataset/jazz1350/Moon Rays.xml	Horace Silver	Latin	{'1': 'A', '17': 'A', '33': 'B'}	48.0	2.0	Moon Rays	dataset/jazz1350/Moon Rays.xml	1975.0	jazz1350	Moon Rays [jazz1350]	Eb	major	4.0	4.0	-3.0	1975.0	AAB	4/4	Eb major
750	dataset/jazz1350/Moon River.xml	Henry Mancini	Waltz	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	38.0	2.0	Moon River	dataset/jazz1350/Moon River.xml	1961.0	jazz1350	Moon River [jazz1350]	C	major	3.0	4.0	0.0	1961.0	ABAC	3/4	C major
751	dataset/jazz1350/Moonchild.xml	Keith Jarrett	Ballad	{'1': 'A'}	8.0	3.0	Moonchild	dataset/jazz1350/Moonchild.xml	1968.0	jazz1350	Moonchild [jazz1350]	E	minor	4.0	4.0	1.0	1968.0	A	4/4	E minor
752	dataset/jazz1350/Moondance.xml	Van Morrison	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	44.0	2.0	Moondance	dataset/jazz1350/Moondance.xml	1970.0	jazz1350	Moondance [jazz1350]	A	minor	4.0	4.0	0.0	1970.0	AABC	4/4	A minor
753	dataset/jazz1350/Moonglow.xml	Hudson-Lange-Mills	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Moonglow	dataset/jazz1350/Moonglow.xml	1934.0	jazz1350	Moonglow [jazz1350]	G	major	4.0	4.0	1.0	1934.0	AABA	4/4	G major
754	dataset/jazz1350/Moonlight Becomes You.xml	Jimmy Van Heusen	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	34.0	2.0	Moonlight Becomes You	dataset/jazz1350/Moonlight Becomes You.xml	1942.0	jazz1350	Moonlight Becomes You [jazz1350]	F	major	4.0	4.0	-1.0	1942.0	AABA	4/4	F major
755	dataset/jazz1350/Moonlight In Vermont.xml	Karl Suessdorf	Ballad	{'1': 'A', '7': 'A', '13': 'B', '21': 'A'}	28.0	3.0	Moonlight In Vermont	dataset/jazz1350/Moonlight In Vermont.xml	1944.0	jazz1350	Moonlight In Vermont [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	AABA	4/4	Eb major
756	dataset/jazz1350/Moonlight Saving Time.xml	Irving Kahal	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Moonlight Saving Time	dataset/jazz1350/Moonlight Saving Time.xml	1931.0	jazz1350	Moonlight Saving Time [jazz1350]	F	major	4.0	4.0	-1.0	1931.0	AABA	4/4	F major
757	dataset/jazz1350/Moonlight Serenade.xml	Miller-Parish	Ballad	{'1': 'A', '13': 'A', '25': 'B', '33': 'A'}	44.0	3.0	Moonlight Serenade	dataset/jazz1350/Moonlight Serenade.xml	1939.0	jazz1350	Moonlight Serenade [jazz1350]	F	major	4.0	4.0	-1.0	1939.0	AABA	4/4	F major
758	dataset/jazz1350/Moontrane, The.xml	Woody Shaw	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Moontrane, The	dataset/jazz1350/Moontrane, The.xml	1974.0	jazz1350	Moontrane, The [jazz1350]	D	major	4.0	4.0	2.0	1974.0	AABA	4/4	D major
759	dataset/jazz1350/Moose The Mooche.xml	Charlie Parker	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Moose The Mooche	dataset/jazz1350/Moose The Mooche.xml	1946.0	jazz1350	Moose The Mooche [jazz1350]	Bb	major	4.0	4.0	-2.0	1946.0	AABA	4/4	Bb major
760	dataset/jazz1350/More I See You, The.xml	Harry Warren	Up Tempo Swing	{'1': 'A', '9': 'B', '17': 'A'}	32.0	2.0	More I See You, The	dataset/jazz1350/More I See You, The.xml	1945.0	jazz1350	More I See You, The [jazz1350]	Eb	major	4.0	4.0	-3.0	1945.0	ABA	4/4	Eb major
761	dataset/jazz1350/More Than You Know.xml	Vincent Youmans	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	More Than You Know	dataset/jazz1350/More Than You Know.xml	1929.0	jazz1350	More Than You Know [jazz1350]	C	major	4.0	4.0	0.0	1929.0	AABA	4/4	C major
762	dataset/jazz1350/Morgan The Pirate.xml	Lee Morgan	Medium Swing	{'1': 'A', '9': 'A', '17': 'B'}	32.0	2.0	Morgan The Pirate	dataset/jazz1350/Morgan The Pirate.xml		jazz1350	Morgan The Pirate [jazz1350]	Eb	major	3.0	4.0	-3.0		AAB	3/4	Eb major
763	dataset/jazz1350/Morning.xml	Clare Fischer	Bossa Nova	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Morning	dataset/jazz1350/Morning.xml	1965.0	jazz1350	Morning [jazz1350]	A	minor	4.0	4.0	0.0	1965.0	AABA	4/4	A minor
764	dataset/jazz1350/Moten Swing.xml	Bennie Moten	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Moten Swing	dataset/jazz1350/Moten Swing.xml	1932.0	jazz1350	Moten Swing [jazz1350]	Ab	major	4.0	4.0	-4.0	1932.0	AABA	4/4	Ab major
765	dataset/jazz1350/Mountain Greenery.xml	Richard Rodgers	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Mountain Greenery	dataset/jazz1350/Mountain Greenery.xml	1926.0	jazz1350	Mountain Greenery [jazz1350]	C	major	4.0	4.0	0.0	1926.0	AABA	4/4	C major
766	dataset/jazz1350/Move.xml	Denzil Best	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	1.0	Move	dataset/jazz1350/Move.xml	1947.0	jazz1350	Move [jazz1350]	Bb	major	4.0	4.0	-2.0	1947.0	AABA	4/4	Bb major
767	dataset/jazz1350/Mr. P.C..xml	John Coltrane	Up Tempo Swing	{'1': 'A'}	12.0	1.0	Mr. P.C.	dataset/jazz1350/Mr. P.C..xml	1977.0	jazz1350	Mr. P.C. [jazz1350]	C	minor	4.0	4.0	-3.0	1977.0	A	4/4	C minor
768	dataset/jazz1350/My Baby Just Cares For Me.xml	Walter Donaldson	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	2.0	My Baby Just Cares For Me	dataset/jazz1350/My Baby Just Cares For Me.xml	1930.0	jazz1350	My Baby Just Cares For Me [jazz1350]	Eb	major	4.0	4.0	-3.0	1930.0	ABCD	4/4	Eb major
769	dataset/jazz1350/My Buddy.xml	Walter Donaldson	Waltz	{'1': 'A', '17': 'A'}	32.0	2.0	My Buddy	dataset/jazz1350/My Buddy.xml	1922.0	jazz1350	My Buddy [jazz1350]	G	major	3.0	4.0	1.0	1922.0	AA	3/4	G major
770	dataset/jazz1350/My Favorite Things.xml	Richard Rodgers	Waltz	{'1': 'A', '17': 'A', '33': 'B', '49': 'C', '65': 'D'}	72.0	1.0	My Favorite Things	dataset/jazz1350/My Favorite Things.xml	1959.0	jazz1350	My Favorite Things [jazz1350]	E	minor	3.0	4.0	1.0	1959.0	AABCD	3/4	E minor
771	dataset/jazz1350/My Foolish Heart.xml	Victor Young	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	My Foolish Heart	dataset/jazz1350/My Foolish Heart.xml	1949.0	jazz1350	My Foolish Heart [jazz1350]	Bb	major	4.0	4.0	-2.0	1949.0	ABAC	4/4	Bb major
772	dataset/jazz1350/My Funny Valentine.xml	Richard Rodgers	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	36.0	4.0	My Funny Valentine	dataset/jazz1350/My Funny Valentine.xml	1937.0	jazz1350	My Funny Valentine [jazz1350]	Eb	major	4.0	4.0	-3.0	1937.0	AABC	4/4	Eb major
773	dataset/jazz1350/My Heart Belongs To Daddy.xml	Cole Porter	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	32.0	3.0	My Heart Belongs To Daddy	dataset/jazz1350/My Heart Belongs To Daddy.xml	1938.0	jazz1350	My Heart Belongs To Daddy [jazz1350]	C	minor	4.0	4.0	-3.0	1938.0	AABC	4/4	C minor
774	dataset/jazz1350/My Heart Stood Still.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	My Heart Stood Still	dataset/jazz1350/My Heart Stood Still.xml	1927.0	jazz1350	My Heart Stood Still [jazz1350]	F	major	4.0	4.0	-1.0	1927.0	AABA	4/4	F major
775	dataset/jazz1350/My Ideal.xml	Richard Whiting	Ballad	{'1': 'A', '9': 'B'}	16.0	4.0	My Ideal	dataset/jazz1350/My Ideal.xml	1930.0	jazz1350	My Ideal [jazz1350]	Eb	major	4.0	4.0	-3.0	1930.0	AB	4/4	Eb major
776	dataset/jazz1350/My Last Affair.xml	Haven Johnson	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	My Last Affair	dataset/jazz1350/My Last Affair.xml	1936.0	jazz1350	My Last Affair [jazz1350]	C	major	4.0	4.0	0.0	1936.0	AABA	4/4	C major
777	dataset/jazz1350/My Little Brown Book.xml	Billy Strayhorn	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	34.0	3.0	My Little Brown Book	dataset/jazz1350/My Little Brown Book.xml		jazz1350	My Little Brown Book [jazz1350]	Bb	major	4.0	4.0	-2.0		AABC	4/4	Bb major
778	dataset/jazz1350/My Little Suede Shoes.xml	Charlie Parker	Latin	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	My Little Suede Shoes	dataset/jazz1350/My Little Suede Shoes.xml	1956.0	jazz1350	My Little Suede Shoes [jazz1350]	Eb	major	4.0	4.0	-3.0	1956.0	AABA	4/4	Eb major
779	dataset/jazz1350/My Lucky Star.xml	DeSylva-Brown-Henderson	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	My Lucky Star	dataset/jazz1350/My Lucky Star.xml	1928.0	jazz1350	My Lucky Star [jazz1350]	C	major	4.0	4.0	0.0	1928.0	AB	4/4	C major
780	dataset/jazz1350/My Man's Gone Now.xml	George Gershwin	Waltz	{'1': 'A', '12': 'A', '23': 'B'}	33.0	2.0	My Man's Gone Now	dataset/jazz1350/My Man's Gone Now.xml	1935.0	jazz1350	My Man's Gone Now [jazz1350]	E	minor	3.0	4.0	1.0	1935.0	AAB	3/4	E minor
781	dataset/jazz1350/My Melancholy Baby.xml	Burnett-Norton	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	My Melancholy Baby	dataset/jazz1350/My Melancholy Baby.xml	1912.0	jazz1350	My Melancholy Baby [jazz1350]	Bb	major	4.0	4.0	-2.0	1912.0	ABAC	4/4	Bb major
782	dataset/jazz1350/My Old Flame.xml	Johnson-Coslow	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	My Old Flame	dataset/jazz1350/My Old Flame.xml	1934.0	jazz1350	My Old Flame [jazz1350]	F	major	4.0	4.0	-1.0	1934.0	AABA	4/4	F major
783	dataset/jazz1350/My One And Only Love.xml	Wood-Mellin	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	My One And Only Love	dataset/jazz1350/My One And Only Love.xml	1952.0	jazz1350	My One And Only Love [jazz1350]	C	major	4.0	4.0	0.0	1952.0	AABA	4/4	C major
784	dataset/jazz1350/My Romance.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	My Romance	dataset/jazz1350/My Romance.xml	1935.0	jazz1350	My Romance [jazz1350]	C	major	4.0	4.0	0.0	1935.0	ABAC	4/4	C major
785	dataset/jazz1350/My Secret Love.xml	Roger Vogel	Medium Swing	{'1': 'A', '17': 'A', '33': 'B', '41': 'C'}	48.0	2.0	My Secret Love	dataset/jazz1350/My Secret Love.xml	1986.0	jazz1350	My Secret Love [jazz1350]	Eb	major	4.0	4.0	-3.0	1986.0	AABC	4/4	Eb major
786	dataset/jazz1350/My Shining Hour.xml	Harold Arlen	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	My Shining Hour	dataset/jazz1350/My Shining Hour.xml	1943.0	jazz1350	My Shining Hour [jazz1350]	C	major	4.0	4.0	0.0	1943.0	AB	4/4	C major
787	dataset/jazz1350/My Way.xml	Revaux-Francois-Thibaud-Anka	Ballad	{'1': 'A', '17': 'A', '33': 'B'}	44.0	2.0	My Way	dataset/jazz1350/My Way.xml	1967.0	jazz1350	My Way [jazz1350]	C	major	4.0	4.0	0.0	1967.0	AAB	4/4	C major
788	dataset/jazz1350/Nacada.xml	Pat Metheny	Ballad	{'1': 'A'}	11.0	4.0	Nacada	dataset/jazz1350/Nacada.xml	1976.0	jazz1350	Nacada [jazz1350]	G	major	4.0	4.0	1.0	1976.0	A	4/4	G major
789	dataset/jazz1350/Naima.xml	John Coltrane	Ballad	{'1': 'A', '5': 'A', '9': 'B', '17': 'A', '21': 'C'}	29.0	2.0	Naima	dataset/jazz1350/Naima.xml	1973.0	jazz1350	Naima [jazz1350]	Ab	major	4.0	4.0	-4.0	1973.0	AABAC	4/4	Ab major
790	dataset/jazz1350/Nancy (With The Laughing Face).xml	Jimmy Van Heusen	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Nancy (With The Laughing Face)	dataset/jazz1350/Nancy (With The Laughing Face).xml	1944.0	jazz1350	Nancy (With The Laughing Face) [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	AABA	4/4	Eb major
791	dataset/jazz1350/Nardis.xml	Miles Davis	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	1.0	Nardis	dataset/jazz1350/Nardis.xml	1959.0	jazz1350	Nardis [jazz1350]	E	minor	4.0	4.0	1.0	1959.0	AABA	4/4	E minor
792	dataset/jazz1350/Nature Boy.xml	Eden Ahbez	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Nature Boy	dataset/jazz1350/Nature Boy.xml	1948.0	jazz1350	Nature Boy [jazz1350]	D	minor	4.0	4.0	-1.0	1948.0	ABAC	4/4	D minor
793	dataset/jazz1350/Nearness Of You, The.xml	Hoagy Carmichael	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	36.0	2.0	Nearness Of You, The	dataset/jazz1350/Nearness Of You, The.xml	1937.0	jazz1350	Nearness Of You, The [jazz1350]	F	major	4.0	4.0	-1.0	1937.0	AABC	4/4	F major
794	dataset/jazz1350/Nefertiti.xml	Wayne Shorter	Slow Swing	{'1': 'A'}	16.0	1.0	Nefertiti	dataset/jazz1350/Nefertiti.xml	1968.0	jazz1350	Nefertiti [jazz1350]	Ab	major	4.0	4.0	-4.0	1968.0	A	4/4	Ab major
795	dataset/jazz1350/Never Let Me Go.xml	Jay Livingston	Ballad	{'1': 'A', '17': 'B'}	28.0	3.0	Never Let Me Go	dataset/jazz1350/Never Let Me Go.xml	1956.0	jazz1350	Never Let Me Go [jazz1350]	Bb	major	4.0	4.0	-2.0	1956.0	AB	4/4	Bb major
