id	file_name	composer	style	sections	num_bars	max_num_chords_per_bar	title	file_path	year	playlist	title_playlist	tune_key	tune_mode	beats	beat_time	cycle_fifths_order	year_truncated	structure	time_signature	tonality
1171	dataset/jazz1350/What Is This Thing Called Love.xml	Cole Porter	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	1.0	What Is This Thing Called Love	dataset/jazz1350/What Is This Thing Called Love.xml	1929.0	jazz1350	What Is This Thing Called Love [jazz1350]	C	major	4.0	4.0	0.0	1929.0	AABA	4/4	C major
1172	dataset/jazz1350/What'll I Do.xml	Irving Berlin	Waltz	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	What'll I Do	dataset/jazz1350/What'll I Do.xml	1924.0	jazz1350	What'll I Do [jazz1350]	C	major	3.0	4.0	0.0	1924.0	AABA	3/4	C major
1173	dataset/jazz1350/What's New.xml	Bob Haggard	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	What's New	dataset/jazz1350/What's New.xml	1939.0	jazz1350	What's New [jazz1350]	C	major	4.0	4.0	0.0	1939.0	AABA	4/4	C major
1174	dataset/jazz1350/When I Fall In Love.xml	Victor Young	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	When I Fall In Love	dataset/jazz1350/When I Fall In Love.xml	1952.0	jazz1350	When I Fall In Love [jazz1350]	Eb	major	4.0	4.0	-3.0	1952.0	ABAC	4/4	Eb major
1175	dataset/jazz1350/When It Rains.xml	Brad Mehldau	Even 8ths	{'1': 'A'}	16.0	2.0	When It Rains	dataset/jazz1350/When It Rains.xml		jazz1350	When It Rains [jazz1350]	B	major	4.0	4.0	5.0		A	4/4	B major
1176	dataset/jazz1350/When It's Sleepy Time Down South.xml	Traditional	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	When It's Sleepy Time Down South	dataset/jazz1350/When It's Sleepy Time Down South.xml		jazz1350	When It's Sleepy Time Down South [jazz1350]	Eb	major	4.0	4.0	-3.0		AABA	4/4	Eb major
1177	dataset/jazz1350/When Lights Are Low.xml	Benny Carter	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	When Lights Are Low	dataset/jazz1350/When Lights Are Low.xml	1936.0	jazz1350	When Lights Are Low [jazz1350]	F	major	4.0	4.0	-1.0	1936.0	AABA	4/4	F major
1178	dataset/jazz1350/When Sunny Gets Blue.xml	Marvin Fisher	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	When Sunny Gets Blue	dataset/jazz1350/When Sunny Gets Blue.xml	1956.0	jazz1350	When Sunny Gets Blue [jazz1350]	F	major	4.0	4.0	-1.0	1956.0	AABA	4/4	F major
1179	dataset/jazz1350/When The Saints Go Marching In.xml	Traditional	Medium Swing	{'1': 'A'}	16.0	2.0	When The Saints Go Marching In	dataset/jazz1350/When The Saints Go Marching In.xml		jazz1350	When The Saints Go Marching In [jazz1350]	F	major	4.0	4.0	-1.0		A	4/4	F major
1180	dataset/jazz1350/When The Sun Comes Out.xml	Harold Arlen	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A', '33': 'C'}	38.0	2.0	When The Sun Comes Out	dataset/jazz1350/When The Sun Comes Out.xml	1941.0	jazz1350	When The Sun Comes Out [jazz1350]	C	major	4.0	4.0	0.0	1941.0	AABAC	4/4	C major
1181	dataset/jazz1350/When You Wish Upon A Star.xml	Leigh Harline	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	When You Wish Upon A Star	dataset/jazz1350/When You Wish Upon A Star.xml	1940.0	jazz1350	When You Wish Upon A Star [jazz1350]	C	major	4.0	4.0	0.0	1940.0	AABA	4/4	C major
1182	dataset/jazz1350/When You're Smilin'.xml	Shay - Fisher - Goodwin	Medium Swing	{'1': 'A', '17': 'B'}	32.0	1.0	When You're Smilin'	dataset/jazz1350/When You're Smilin'.xml	1928.0	jazz1350	When You're Smilin' [jazz1350]	C	major	4.0	4.0	0.0	1928.0	AB	4/4	C major
1183	dataset/jazz1350/Where Are You.xml	Jimmy McHugh	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	Where Are You	dataset/jazz1350/Where Are You.xml	1937.0	jazz1350	Where Are You [jazz1350]	G	major	4.0	4.0	1.0	1937.0	AABA	4/4	G major
1184	dataset/jazz1350/Where Or When.xml	Richard Rodgers	Medium Swing	{'1': 'A', '11': 'A', '21': 'B', '29': 'A'}	40.0	2.0	Where Or When	dataset/jazz1350/Where Or When.xml	1937.0	jazz1350	Where Or When [jazz1350]	Eb	major	4.0	4.0	-3.0	1937.0	AABA	4/4	Eb major
1185	dataset/jazz1350/While We're Young.xml	Wilder-Palitz	Waltz	{'1': 'A', '17': 'B', '33': 'A', '49': 'C'}	64.0	1.0	While We're Young	dataset/jazz1350/While We're Young.xml	1943.0	jazz1350	While We're Young [jazz1350]	Eb	major	3.0	4.0	-3.0	1943.0	ABAC	3/4	Eb major
1186	dataset/jazz1350/Whisper Not.xml	Benny Golson	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Whisper Not	dataset/jazz1350/Whisper Not.xml	1956.0	jazz1350	Whisper Not [jazz1350]	C	minor	4.0	4.0	-3.0	1956.0	AABA	4/4	C minor
1187	dataset/jazz1350/Who Can I Turn To.xml	Newley-Bricusse	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Who Can I Turn To	dataset/jazz1350/Who Can I Turn To.xml	1964.0	jazz1350	Who Can I Turn To [jazz1350]	Eb	major	4.0	4.0	-3.0	1964.0	ABAC	4/4	Eb major
1188	dataset/jazz1350/Who Cares.xml	George Gershwin	Medium Swing	{'1': 'A', '17': 'B'}	32.0	3.0	Who Cares	dataset/jazz1350/Who Cares.xml	1931.0	jazz1350	Who Cares [jazz1350]	C	major	4.0	4.0	0.0	1931.0	AB	4/4	C major
1189	dataset/jazz1350/Who's Sorry Now.xml	Snyder-Kalmar-Ruby	Ballad	{'1': 'A', '17': 'B'}	32.0	3.0	Who's Sorry Now	dataset/jazz1350/Who's Sorry Now.xml	1923.0	jazz1350	Who's Sorry Now [jazz1350]	C	major	4.0	4.0	0.0	1923.0	AB	4/4	C major
1190	dataset/jazz1350/Why Do I Love You.xml	Jerome Kern	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Why Do I Love You	dataset/jazz1350/Why Do I Love You.xml	1927.0	jazz1350	Why Do I Love You [jazz1350]	Ab	major	4.0	4.0	-4.0	1927.0	ABAC	4/4	Ab major
1191	dataset/jazz1350/Why Don't You Do Right.xml	Kansas-Joe McCoy	Medium Swing	{'1': 'A'}	12.0	2.0	Why Don't You Do Right	dataset/jazz1350/Why Don't You Do Right.xml	1941.0	jazz1350	Why Don't You Do Right [jazz1350]	D	minor	4.0	4.0	-1.0	1941.0	A	4/4	D minor
1192	dataset/jazz1350/Wild Flower.xml	Wayne Shorter	Waltz	{'1': 'A', '17': 'B'}	32.0	2.0	Wild Flower	dataset/jazz1350/Wild Flower.xml	1965.0	jazz1350	Wild Flower [jazz1350]	Bb	major	6.0	4.0	-2.0	1965.0	AB	6/4	Bb major
1193	dataset/jazz1350/Will You Still Be Mine.xml	Matt Dennis	Up Tempo Swing	{'1': 'A', '17': 'A', '33': 'B'}	40.0	2.0	Will You Still Be Mine	dataset/jazz1350/Will You Still Be Mine.xml	1940.0	jazz1350	Will You Still Be Mine [jazz1350]	Eb	major	4.0	4.0	-3.0	1940.0	AAB	4/4	Eb major
1194	dataset/jazz1350/Willow Weep For Me.xml	Ann Ronell	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	Willow Weep For Me	dataset/jazz1350/Willow Weep For Me.xml	1932.0	jazz1350	Willow Weep For Me [jazz1350]	G	major	4.0	4.0	1.0	1932.0	AABA	4/4	G major
1195	dataset/jazz1350/Windows.xml	Chick Corea	Waltz	{'1': 'A', '25': 'B', '33': 'C'}	56.0	1.0	Windows	dataset/jazz1350/Windows.xml	1978.0	jazz1350	Windows [jazz1350]	B	minor	3.0	4.0	2.0	1978.0	ABC	3/4	B minor
1196	dataset/jazz1350/Witch Hunt.xml	Wayne Shorter	Slow Swing	{'1': 'A'}	24.0	2.0	Witch Hunt	dataset/jazz1350/Witch Hunt.xml	1965.0	jazz1350	Witch Hunt [jazz1350]	C	minor	4.0	4.0	-3.0	1965.0	A	4/4	C minor
1197	dataset/jazz1350/Witchcraft.xml	Cy Coleman	Medium Swing	{'1': 'A', '17': 'B', '33': 'C'}	40.0	2.0	Witchcraft	dataset/jazz1350/Witchcraft.xml	1957.0	jazz1350	Witchcraft [jazz1350]	F	major	4.0	4.0	-1.0	1957.0	ABC	4/4	F major
1198	dataset/jazz1350/With A Song In My Heart.xml	Richard Rodgers	Up Tempo Swing	{'1': 'A', '17': 'B', '33': 'A', '49': 'C'}	64.0	1.0	With A Song In My Heart	dataset/jazz1350/With A Song In My Heart.xml	1929.0	jazz1350	With A Song In My Heart [jazz1350]	Eb	major	4.0	4.0	-3.0	1929.0	ABAC	4/4	Eb major
1199	dataset/jazz1350/With The Wind And The Rain In Hair.xml	Clare Edwards	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	With The Wind And The Rain In Hair	dataset/jazz1350/With The Wind And The Rain In Hair.xml		jazz1350	With The Wind And The Rain In Hair [jazz1350]	F	major	4.0	4.0	-1.0		AABA	4/4	F major
1200	dataset/jazz1350/Without A Song.xml	Vincent Youmans	Up Tempo Swing	{'1': 'A', '17': 'A', '33': 'B'}	44.0	2.0	Without A Song	dataset/jazz1350/Without A Song.xml	1929.0	jazz1350	Without A Song [jazz1350]	Eb	major	4.0	4.0	-3.0	1929.0	AAB	4/4	Eb major
1201	dataset/jazz1350/Wives And Lovers.xml	Burt Bacharach	Waltz	{'1': 'A', '17': 'B', '28': 'A', '44': 'B', '55': 'C'}	78.0	1.0	Wives And Lovers	dataset/jazz1350/Wives And Lovers.xml	1963.0	jazz1350	Wives And Lovers [jazz1350]	Eb	major	3.0	4.0	-3.0	1963.0	ABABC	3/4	Eb major
1202	dataset/jazz1350/Woody'n You.xml	Dizzy Gillespie	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Woody'n You	dataset/jazz1350/Woody'n You.xml	1943.0	jazz1350	Woody'n You [jazz1350]	C#	major	4.0	4.0	-5.0	1943.0	AABA	4/4	C# major
1203	dataset/jazz1350/Work Song.xml	Nat Adderley	Medium Up Swing	{'1': 'A'}	16.0	2.0	Work Song	dataset/jazz1350/Work Song.xml	1960.0	jazz1350	Work Song [jazz1350]	F	minor	4.0	4.0	-4.0	1960.0	A	4/4	F minor
1204	dataset/jazz1350/Worth The Wait.xml	Peter Erskine	Medium Up Swing	{'1': 'A', '17': 'B'}	32.0	3.0	Worth The Wait	dataset/jazz1350/Worth The Wait.xml		jazz1350	Worth The Wait [jazz1350]	Bb	major	4.0	4.0	-2.0		AB	4/4	Bb major
1205	dataset/jazz1350/Wouldn't It Be Loverly.xml	Frederick Loewe	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	37.0	2.0	Wouldn't It Be Loverly	dataset/jazz1350/Wouldn't It Be Loverly.xml	1956.0	jazz1350	Wouldn't It Be Loverly [jazz1350]	G	major	4.0	4.0	1.0	1956.0	AABA	4/4	G major
1206	dataset/jazz1350/Wow.xml	Lennie Tristano	Up Tempo Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'A'}	32.0	2.0	Wow	dataset/jazz1350/Wow.xml	1956.0	jazz1350	Wow [jazz1350]	F	major	4.0	4.0	-1.0	1956.0	ABCA	4/4	F major
1207	dataset/jazz1350/Wrap Your Troubles In Dreams.xml	Harry Barris	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Wrap Your Troubles In Dreams	dataset/jazz1350/Wrap Your Troubles In Dreams.xml	1931.0	jazz1350	Wrap Your Troubles In Dreams [jazz1350]	C	major	4.0	4.0	0.0	1931.0	AABA	4/4	C major
1208	dataset/jazz1350/Yardbird Suite.xml	Charlie Parker	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Yardbird Suite	dataset/jazz1350/Yardbird Suite.xml	1946.0	jazz1350	Yardbird Suite [jazz1350]	C	major	4.0	4.0	0.0	1946.0	AABA	4/4	C major
1209	dataset/jazz1350/Yes And No.xml	Wayne Shorter	Up Tempo Swing	{'1': 'A', '15': 'A', '29': 'B'}	44.0	2.0	Yes And No	dataset/jazz1350/Yes And No.xml	1964.0	jazz1350	Yes And No [jazz1350]	D	major	4.0	4.0	2.0	1964.0	AAB	4/4	D major
1210	dataset/jazz1350/Yesterday's Gardenias.xml	Robertson Mysels	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	33.0	3.0	Yesterday's Gardenias	dataset/jazz1350/Yesterday's Gardenias.xml		jazz1350	Yesterday's Gardenias [jazz1350]	Bb	major	4.0	4.0	-2.0		ABAC	4/4	Bb major
1211	dataset/jazz1350/Yesterdays.xml	Jerome Kern	Medium Up Swing	{'1': 'A'}	16.0	2.0	Yesterdays	dataset/jazz1350/Yesterdays.xml	1933.0	jazz1350	Yesterdays [jazz1350]	D	minor	4.0	4.0	-1.0	1933.0	A	4/4	D minor
1212	dataset/jazz1350/You And The Night And The Music.xml	Arthur Schwartz	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	You And The Night And The Music	dataset/jazz1350/You And The Night And The Music.xml	1934.0	jazz1350	You And The Night And The Music [jazz1350]	C	minor	4.0	4.0	-3.0	1934.0	AABA	4/4	C minor
1213	dataset/jazz1350/You Are Too Beautiful.xml	Richard Rodgers	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	You Are Too Beautiful	dataset/jazz1350/You Are Too Beautiful.xml	1932.0	jazz1350	You Are Too Beautiful [jazz1350]	C	major	4.0	4.0	0.0	1932.0	AABA	4/4	C major
1214	dataset/jazz1350/You Better Go Now.xml	Reichner-Graham	Medium Swing	{'1': 'A', '9': 'B', '17': 'C'}	24.0	4.0	You Better Go Now	dataset/jazz1350/You Better Go Now.xml	1936.0	jazz1350	You Better Go Now [jazz1350]	Eb	major	4.0	4.0	-3.0	1936.0	ABC	4/4	Eb major
1215	dataset/jazz1350/You Better Leave it Alone.xml	Clifford Jordan	Medium Up Swing	{'1': 'A', '17': 'A'}	32.0	1.0	You Better Leave it Alone	dataset/jazz1350/You Better Leave it Alone.xml	1962.0	jazz1350	You Better Leave it Alone [jazz1350]	Bb	major	4.0	4.0	-2.0	1962.0	AA	4/4	Bb major
1216	dataset/jazz1350/You Can Depend On Me.xml	Carpenter-Dunlap-Hines	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	You Can Depend On Me	dataset/jazz1350/You Can Depend On Me.xml	1932.0	jazz1350	You Can Depend On Me [jazz1350]	F	major	4.0	4.0	-1.0	1932.0	AABA	4/4	F major
1217	dataset/jazz1350/You Do Something To Me.xml	Cole Porter	Medium Up Swing	{'1': 'A', '17': 'B', '25': 'C'}	32.0	2.0	You Do Something To Me	dataset/jazz1350/You Do Something To Me.xml	1929.0	jazz1350	You Do Something To Me [jazz1350]	Eb	major	4.0	4.0	-3.0	1929.0	ABC	4/4	Eb major
1218	dataset/jazz1350/You Don't Know What Love Is.xml	Raye-DePaul	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	You Don't Know What Love Is	dataset/jazz1350/You Don't Know What Love Is.xml	1941.0	jazz1350	You Don't Know What Love Is [jazz1350]	F	minor	4.0	4.0	-4.0	1941.0	AABA	4/4	F minor
1219	dataset/jazz1350/You Go To My Head.xml	Fred Coots	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A', '33': 'C'}	40.0	4.0	You Go To My Head	dataset/jazz1350/You Go To My Head.xml	1938.0	jazz1350	You Go To My Head [jazz1350]	Eb	major	4.0	4.0	-3.0	1938.0	AABAC	4/4	Eb major
1220	dataset/jazz1350/You Keep Coming Back Like A Song.xml	Irving Berlin	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You Keep Coming Back Like A Song	dataset/jazz1350/You Keep Coming Back Like A Song.xml	1946.0	jazz1350	You Keep Coming Back Like A Song [jazz1350]	Eb	major	4.0	4.0	-3.0	1946.0	AB	4/4	Eb major
1221	dataset/jazz1350/You Made Me Love You.xml	James Monaco	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You Made Me Love You	dataset/jazz1350/You Made Me Love You.xml	1913.0	jazz1350	You Made Me Love You [jazz1350]	C	major	4.0	4.0	0.0	1913.0	AB	4/4	C major
1222	dataset/jazz1350/You Make Me Feel So Young.xml	Josef Myrow	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	40.0	2.0	You Make Me Feel So Young	dataset/jazz1350/You Make Me Feel So Young.xml	1946.0	jazz1350	You Make Me Feel So Young [jazz1350]	Bb	major	4.0	4.0	-2.0	1946.0	AABC	4/4	Bb major
1223	dataset/jazz1350/You Must Believe In Spring.xml	Michel Legrand	Ballad	{'1': 'A', '9': 'B', '17': 'C'}	26.0	3.0	You Must Believe In Spring	dataset/jazz1350/You Must Believe In Spring.xml	1967.0	jazz1350	You Must Believe In Spring [jazz1350]	B	minor	4.0	4.0	2.0	1967.0	ABC	4/4	B minor
1224	dataset/jazz1350/You Stepped Out Of A Dream.xml	Nacio-Herb-Brown	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You Stepped Out Of A Dream	dataset/jazz1350/You Stepped Out Of A Dream.xml	1940.0	jazz1350	You Stepped Out Of A Dream [jazz1350]	C	major	4.0	4.0	0.0	1940.0	ABAC	4/4	C major
1225	dataset/jazz1350/You Took Advantage Of Me.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	You Took Advantage Of Me	dataset/jazz1350/You Took Advantage Of Me.xml	1928.0	jazz1350	You Took Advantage Of Me [jazz1350]	Eb	major	4.0	4.0	-3.0	1928.0	AABA	4/4	Eb major
1226	dataset/jazz1350/You Turned The Tables on Me.xml	Louis Alter	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You Turned The Tables on Me	dataset/jazz1350/You Turned The Tables on Me.xml	1947.0	jazz1350	You Turned The Tables on Me [jazz1350]	F	major	4.0	4.0	-1.0	1947.0	AB	4/4	F major
1227	dataset/jazz1350/You Won't Forget Me.xml	Goell-Spielman	Ballad	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	2.0	You Won't Forget Me	dataset/jazz1350/You Won't Forget Me.xml		jazz1350	You Won't Forget Me [jazz1350]	Bb	minor	4.0	4.0	-5.0		ABCD	4/4	Bb minor
1228	dataset/jazz1350/You'd Be So Nice To Come Home To.xml	Cole Porter	Medium Up Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'D'}	32.0	2.0	You'd Be So Nice To Come Home To	dataset/jazz1350/You'd Be So Nice To Come Home To.xml	1942.0	jazz1350	You'd Be So Nice To Come Home To [jazz1350]	A	minor	4.0	4.0	0.0	1942.0	ABAD	4/4	A minor
1229	dataset/jazz1350/You're Everything.xml	Chick Corea	Bossa Nova	{'1': 'A', '16': 'B', '32': 'C', '44': 'B'}	59.0	1.0	You're Everything	dataset/jazz1350/You're Everything.xml		jazz1350	You're Everything [jazz1350]	A	major	4.0	4.0	3.0		ABCB	4/4	A major
1230	dataset/jazz1350/You're Laughing At Me.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You're Laughing At Me	dataset/jazz1350/You're Laughing At Me.xml	1937.0	jazz1350	You're Laughing At Me [jazz1350]	Eb	major	4.0	4.0	-3.0	1937.0	ABAC	4/4	Eb major
1231	dataset/jazz1350/You're My Everything.xml	Harry Warren	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You're My Everything	dataset/jazz1350/You're My Everything.xml	1931.0	jazz1350	You're My Everything [jazz1350]	C	major	4.0	4.0	0.0	1931.0	AB	4/4	C major
1232	dataset/jazz1350/You're My Thrill.xml	Jay Gorney	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	34.0	2.0	You're My Thrill	dataset/jazz1350/You're My Thrill.xml	1933.0	jazz1350	You're My Thrill [jazz1350]	C	major	4.0	4.0	0.0	1933.0	AABC	4/4	C major
1233	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	Morgan-Stock-Cavanaugh	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You're Nobody Till Somebody Loves You	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	1944.0	jazz1350	You're Nobody Till Somebody Loves You [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	ABAC	4/4	Eb major
1234	dataset/jazz1350/You're The Top.xml	Cole Porter	Medium Swing	{'1': 'verse', '17': 'A', '25': 'B', '33': 'A', '41': 'C'}	48.0	2.0	You're The Top	dataset/jazz1350/You're The Top.xml	1934.0	jazz1350	You're The Top [jazz1350]	Eb	major	4.0	4.0	-3.0	1934.0	verseABAC	4/4	Eb major
1235	dataset/jazz1350/You've Changed.xml	Carl Fisher	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	You've Changed	dataset/jazz1350/You've Changed.xml	1942.0	jazz1350	You've Changed [jazz1350]	Eb	major	4.0	4.0	-3.0	1942.0	AABA	4/4	Eb major
1236	dataset/jazz1350/Young And Foolish.xml	Albert Hague	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Young And Foolish	dataset/jazz1350/Young And Foolish.xml	1954.0	jazz1350	Young And Foolish [jazz1350]	C	major	4.0	4.0	0.0	1954.0	ABAC	4/4	C major
1237	dataset/jazz1350/Young At Heart.xml	Johnny Richards	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	31.0	4.0	Young At Heart	dataset/jazz1350/Young At Heart.xml	1954.0	jazz1350	Young At Heart [jazz1350]	Bb	major	4.0	4.0	-2.0	1954.0	ABAC	4/4	Bb major
1238	dataset/jazz1350/Zing Went The Strings Of My Heart.xml	James Hanley	Medium Swing	{'1': 'A', '17': 'A', '33': 'B', '41': 'A'}	56.0	2.0	Zing Went The Strings Of My Heart	dataset/jazz1350/Zing Went The Strings Of My Heart.xml	1934.0	jazz1350	Zing Went The Strings Of My Heart [jazz1350]	Eb	major	4.0	4.0	-3.0	1934.0	AABA	4/4	Eb major
1239	dataset/jazz1350/Zingaro (Retrato Em Branco E Preto).xml	Antonio Carlos Jobim	Bossa Nova	{'1': 'A', '17': 'B'}	32.0	2.0	Zingaro (Retrato Em Branco E Preto)	dataset/jazz1350/Zingaro (Retrato Em Branco E Preto).xml	1965.0	jazz1350	Zingaro (Retrato Em Branco E Preto) [jazz1350]	G	minor	4.0	4.0	-2.0	1965.0	AB	4/4	G minor
1240	dataset/jazz1350/Zoltan.xml	Woody Shaw	Latin	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Zoltan	dataset/jazz1350/Zoltan.xml	1965.0	jazz1350	Zoltan [jazz1350]	C	major	4.0	4.0	0.0	1965.0	AABA	4/4	C major
1241	dataset/trad/'S Wonderful.xml	George Gershwin, Ira Gershwin	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	32.0	2.0	'S Wonderful	dataset/trad/'S Wonderful.xml	1927.0	trad	'S Wonderful [trad]	Eb	major	4.0	4.0	-3.0	1927.0	AABC	4/4	Eb major
1242	dataset/trad/'Tain't No Sin To Take Off Your Skin.xml	Walter Donaldson, Edgar Leslie	Medium Swing	{'1': 'verse', '9': 'verse', '17': 'A', '25': 'B', '33': 'A'}	40.0	2.0	'Tain't No Sin To Take Off Your Skin	dataset/trad/'Tain't No Sin To Take Off Your Skin.xml	1929.0	trad	'Tain't No Sin To Take Off Your Skin [trad]	Eb	major	4.0	4.0	-3.0	1929.0	verseverseABA	4/4	Eb major
1243	dataset/trad/'Tain't What You Do (It's The Way That Cha Do It).xml	Sy Oliver, Trummy Young	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	'Tain't What You Do (It's The Way That Cha Do It)	dataset/trad/'Tain't What You Do (It's The Way That Cha Do It).xml	1939.0	trad	'Tain't What You Do (It's The Way That Cha Do It) [trad]	Bb	major	4.0	4.0	-2.0	1939.0	AABA	4/4	Bb major
1244	dataset/trad/Abe My Boy.xml	L Silberman, A Grock	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'A'}	32.0	1.0	Abe My Boy	dataset/trad/Abe My Boy.xml	1919.0	trad	Abe My Boy [trad]	Bb	major	4.0	4.0	-2.0	1919.0	ABCA	4/4	Bb major
1245	dataset/trad/Aged And Mellow Blues.xml	Johnny Otis, Preston Love	Medium Swing	{'1': 'A'}	8.0	2.0	Aged And Mellow Blues	dataset/trad/Aged And Mellow Blues.xml	1952.0	trad	Aged And Mellow Blues [trad]	Eb	major	4.0	4.0	-3.0	1952.0	A	4/4	Eb major
1246	dataset/trad/Ain't Misbehavin' (Dixieland Tunes).xml	Fats Waller, Harry Brooks	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Ain't Misbehavin'	dataset/trad/Ain't Misbehavin' (Dixieland Tunes).xml	1929.0	trad	Ain't Misbehavin' [trad]	Eb	major	4.0	4.0	-3.0	1929.0	AABA	4/4	Eb major
1247	dataset/trad/Ain't That A Grand And Glorious Feeling.xml	Milton Ager, Jack Yellen	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Ain't That A Grand And Glorious Feeling	dataset/trad/Ain't That A Grand And Glorious Feeling.xml	1927.0	trad	Ain't That A Grand And Glorious Feeling [trad]	Ab	major	4.0	4.0	-4.0	1927.0	AABA	4/4	Ab major
1248	dataset/trad/Algiers Strut.xml	Kid Thomas Valentine	Medium Swing	{'1': 'A', '17': 'A'}	32.0	1.0	Algiers Strut	dataset/trad/Algiers Strut.xml	1946.0	trad	Algiers Strut [trad]	C	major	4.0	4.0	0.0	1946.0	AA	4/4	C major
1249	dataset/trad/Alice Blue Gown.xml	Tierney, McCarthy	Medium Swing	{'1': 'A', '17': 'B'}	32.0	1.0	Alice Blue Gown	dataset/trad/Alice Blue Gown.xml	1919.0	trad	Alice Blue Gown [trad]	C	major	4.0	4.0	0.0	1919.0	AB	4/4	C major
1250	dataset/trad/All Alone By The Telephone.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	1.0	All Alone By The Telephone	dataset/trad/All Alone By The Telephone.xml	1924.0	trad	All Alone By The Telephone [trad]	Eb	major	4.0	4.0	-3.0	1924.0	ABCD	4/4	Eb major
1251	dataset/trad/All By Myself In The Morning.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	1.0	All By Myself In The Morning	dataset/trad/All By Myself In The Morning.xml	1921.0	trad	All By Myself In The Morning [trad]	Bb	major	4.0	4.0	-2.0	1921.0	ABAC	4/4	Bb major
